YEAR;DAY;MONTH;CODE_INDICE_CONDICOES_ECONOMICAS_ATUAIS;INDICE_CONDICOES_ECONOMICAS_ATUAIS;CODE_IPCA_INDICE_GERAL;IPCA_INDICE_GERAL;CODE_IPCA_TAXA_VARIACAO;IPCA_TAXA_VARIACAO;CODE_PIB;PIB;CODE_TAXAS_DESEMPREGO;TAXAS_DESEMPREGO;uf;tcb;sr;cliente;ocupacao;cnae_secao;cnae_subclasse;porte;modalidade;origem;indexador;numero_de_operacoes;a_vencer_ate_90_dias;a_vencer_de_91_ate_360_dias;a_vencer_de_361_ate_1080_dias;a_vencer_de_1081_ate_1800_dias;a_vencer_de_1801_ate_5400_dias;a_vencer_acima_de_5400_dias;vencido_acima_de_15_dias;carteira_ativa;carteira_inadimplida_arrastada;ativo_problematico
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S3;PJ;-;PJ - Atividades profissionais, científicas e técnicas;PJ - Marketing direto;PJ - Micro                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;4249,34;11796,39;9386,43;0,00;0,00;0,00;0,00;25432,16;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S3;PJ;-;PJ - Transporte, armazenagem e correio;PJ - Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;PJ - Grande                                  ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;3037723,17;8302156,46;22139083,92;22139084,04;43355706,65;0,00;0,00;98973754,24;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S4;PF;PF - Empresário;-;-;PF - Mais de 1 a 2 salários mínimos          ;PF - Empréstimo com consignação em folha;Sem destinação específica;Prefixado;96;38750,17;103727,33;177686,58;83936,76;33839,68;0,00;8204,02;446144,54;29320,92;36142,09
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S4;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de materiais de construção em geral;PJ - Pequeno                                 ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;<= 15;9289,28;2447,26;0,00;0,00;0,00;0,00;0,00;11736,54;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AP;Bancário;S1;PJ;-;PJ - Indústrias de transformação;-;PJ - Micro                                   ;PJ - Comércio exterior;Sem destinação específica;Pós-fixado;<= 15;10444695,54;22884853,64;0,00;0,00;0,00;0,00;0,00;33329549,18;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AP;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;PJ - Micro                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Prefixado;<= 15;14061,92;20705,15;6449,51;0,00;0,00;0,00;0,00;41216,58;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AP;Cooperativas;S5;PJ;-;PJ - Indústrias de transformação;PJ - Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;PJ - Micro                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;1479,56;530,95;0,00;0,00;0,00;0,00;1176,05;3186,56;0,00;3186,56
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PF;PF - Empregado de empresa privada;-;-;PF - Até 1 salário mínimo                    ;PF - Habitacional;Com destinação específica;Prefixado;<= 15;2077,83;5758,89;17251,64;22677,83;35583,52;0,00;0,00;83349,71;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura;PJ - Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;PJ - Médio                                   ;PJ - Comércio exterior;Sem destinação específica;Prefixado;<= 15;69035,10;186249,99;484166,68;0,00;0,00;0,00;0,00;739451,77;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Artes, cultura, esporte e recreação;PJ - Atividades de sonorização e de iluminação;PJ - Pequeno                                 ;PJ - Outros créditos;Sem destinação específica;Prefixado;46;162366,96;51804,12;11482,94;0,00;0,00;0,00;15501,47;241155,49;30362,08;48083,65
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Locação de outros meios de transporte não especificados anteriormente, sem condutor;PJ - Médio                                   ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;<= 15;158032,25;0,00;0,00;0,00;0,00;0,00;0,00;158032,25;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio a varejo de automóveis, camionetas e utilitários novos;PJ - Micro                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Flutuantes;<= 15;3005529,30;3008294,01;0,00;0,00;0,00;0,00;0,00;6013823,31;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;PJ - Pequeno                                 ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Outros indexadores;<= 15;11365,54;25533,45;0,00;0,00;0,00;0,00;0,00;36898,99;0,00;36898,99
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;PJ - Micro                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;0,00;0,00;0,00;0,00;0,00;0,00;4984,30;4984,30;4984,30;4984,30
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;PJ - Micro                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Prefixado;<= 15;26210,30;39601,22;0,00;0,00;0,00;0,00;0,00;65811,52;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Outras atividades de serviços;PJ - Atividades de Estética e outros serviços de cuidados com a beleza;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Pós-fixado;<= 15;4422,04;11561,26;12452,75;4481,32;164,40;0,00;15821,60;48903,37;27252,71;46923,32
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S2;PF;PF - Outros;-;-;PF - Indisponível                            ;PF - Empréstimo com consignação em folha;Sem destinação específica;Prefixado;39;21461,66;53111,21;82059,86;49428,92;8388,29;0,00;664,83;215114,77;0,00;4083,61
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S2;PJ;-;PJ - Atividades financeiras, de seguros e serviços relacionados;PJ - Administração de cartões de crédito;PJ - Médio                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;0,00;0,00;0,00;0,00;0,00;0,00;39652,40;39652,40;0,00;39652,40
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PF;PF - Empregado de empresa privada;-;-;PF - Mais de 3 a 5 salários mínimos          ;PF - Outros créditos;Sem destinação específica;Prefixado;332;117989,28;216904,19;173586,66;18148,81;0,00;0,00;73424,73;600053,67;76131,06;204743,69
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;129270,68;352677,97;763003,30;396821,46;0,00;0,00;1758,36;1643531,77;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista especializado de materiais de construção não especificados anteriormente;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;3506,24;9516,62;18687,91;11039,23;0,00;0,00;2715,33;45465,33;40446,89;45465,33
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de biscoitos e bolachas;PJ - Pequeno                                 ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;0,00;19917,00;0,00;0,00;0,00;0,00;0,00;19917,00;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de farinha de milho e derivados, exceto óleos de milho;PJ - Médio                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;18782,21;50887,60;56269,18;0,00;0,00;0,00;0,00;125938,99;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S4;PF;PF - Servidor ou empregado público;-;-;PF - Mais de 3 a 5 salários mínimos          ;PF - Habitacional;Com destinação específica;Prefixado;<= 15;1187,89;2658,38;7091,15;6794,67;35132,99;33302,73;0,00;86167,81;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S4;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de embalagens de material plástico;PJ - Médio                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;11068,76;27790,04;22391,01;0,00;0,00;0,00;0,00;61249,81;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S4;PF;PF - Empregado de empresa privada;-;-;PF - Mais de 5 a 10 salários mínimos         ;PF - Outros créditos;Sem destinação específica;Prefixado;53;51882,20;41062,49;39265,63;16410,84;0,00;0,00;32410,73;181031,89;11549,53;41040,46
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S4;PJ;-;PJ - Alojamento e alimentação;PJ - Restaurantes e similares;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;17985,85;14327,49;25577,61;0,00;0,00;0,00;6537,58;64428,53;5019,97;55971,60
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S4;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio a varejo de automóveis, camionetas e utilitários usados;PJ - Médio                                   ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;<= 15;7958,80;4714,23;0,00;0,00;0,00;0,00;0,00;12673,03;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S5;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista de café em grão;PJ - Médio                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;191,08;0,00;0,00;0,00;0,00;0,00;0,00;191,08;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Não bancário;S4;PF;PF - MEI;-;-;PF - Mais de 2 a 3 salários mínimos          ;PF - Outros créditos;Sem destinação específica;Prefixado;517;111807,80;94562,38;3999,83;0,00;0,00;0,00;152217,70;362587,71;106685,47;137324,08
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Não bancário;S5;PF;PF - Empresário;-;-;PF - Sem rendimento                          ;PF - Outros créditos;Sem destinação específica;Prefixado;<= 15;594,01;665,28;0,00;0,00;0,00;0,00;0,00;1259,29;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PF;PF - Outros;-;-;PF - Mais de 1 a 2 salários mínimos          ;PF - Rural e agroindustrial;Com destinação específica;Prefixado;9867;2277286,47;8936495,98;18958605,66;15361933,29;11965854,63;0,00;5084241,02;62584417,05;12713241,38;17713220,60
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio a varejo de pneumáticos e câmaras-de-ar;PJ - Micro                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Prefixado;<= 15;29,83;0,00;0,00;0,00;0,00;0,00;3657,05;3686,88;3657,05;3686,88
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista de equipamentos de informática;PJ - Médio                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;35;305321,43;156596,02;9,48;0,00;0,00;0,00;0,00;461926,93;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de calçados;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Pós-fixado;<= 15;21437,35;50383,43;72884,60;33497,98;0,00;0,00;18785,47;196988,83;18785,47;145936,69
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S2;PJ;-;PJ - Atividades imobiliárias;PJ - Corretagem no aluguel de imóveis;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;7828,81;29025,04;16705,34;0,00;0,00;0,00;0,00;53559,19;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S2;PJ;-;PJ - Atividades profissionais, científicas e técnicas;PJ - Atividades de contabilidade;PJ - Micro                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;0,00;1347,93;0,00;0,00;0,00;0,00;667,60;2015,53;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S2;PJ;-;PJ - Construção;PJ - Impermeabilização em obras de engenharia civil;PJ - Micro                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;1606,44;4355,07;5579,71;0,00;0,00;0,00;0,00;11541,22;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S2;PJ;-;PJ - Indústrias de transformação;PJ - Torrefação e moagem de café;PJ - Grande                                  ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Outros indexadores;<= 15;45418,44;127782,96;196211,88;0,00;0,00;0,00;0,00;369413,28;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S3;PJ;-;PJ - Alojamento e alimentação;PJ - Fornecimento de alimentos preparados preponderantemente para empresas;PJ - Micro                                   ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;85;31295,17;0,00;0,00;0,00;0,00;0,00;5437,28;36732,45;5437,28;5437,28
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S4;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Serviços combinados de escritório e apoio administrativo;PJ - Pequeno                                 ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;12827,70;23879,19;0,00;0,00;0,00;0,00;0,00;36706,89;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S1;PF;PF - MEI;-;-;PF - Mais de 5 a 10 salários mínimos         ;PF - Outros créditos;Sem destinação específica;Pós-fixado;33;14967,11;40216,91;81518,04;46293,74;45053,18;1010,68;272135,82;501195,48;282087,12;358801,16
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de armas e munições;PJ - Pequeno                                 ;PJ - Capital de giro;Sem destinação específica;Flutuantes;<= 15;51046,69;130183,21;98382,50;0,00;0,00;0,00;0,00;279612,40;0,00;0,00
