YEAR;DAY;MONTH;CODE_INDICE_CONDICOES_ECONOMICAS_ATUAIS;INDICE_CONDICOES_ECONOMICAS_ATUAIS;CODE_IPCA_INDICE_GERAL;IPCA_INDICE_GERAL;CODE_IPCA_TAXA_VARIACAO;IPCA_TAXA_VARIACAO;CODE_PIB;PIB;CODE_TAXAS_DESEMPREGO;TAXAS_DESEMPREGO;uf;tcb;sr;cliente;ocupacao;cnae_secao;cnae_subclasse;porte;modalidade;origem;indexador;numero_de_operacoes;a_vencer_ate_90_dias;a_vencer_de_91_ate_360_dias;a_vencer_de_361_ate_1080_dias;a_vencer_de_1081_ate_1800_dias;a_vencer_de_1801_ate_5400_dias;a_vencer_acima_de_5400_dias;vencido_acima_de_15_dias;carteira_ativa;carteira_inadimplida_arrastada;ativo_problematico;inadimplido_acima_90_dias;inadimplido_acima_0_dias;inadimplido_acima_0_dias_dummizado;inadimplido_acima_90_dias_dummizado
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S2;PJ;-;PJ - Educação;-;PJ - Pequeno                                 ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;67.25;0.0;0.0;0.0;0.0;0.0;0.0;67.25;0.0;0.0;0.0;0.0;0;0
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S3;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Limpeza em prédios e em domicílios;PJ - Médio                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;2290.96;6170.38;5241.18;0.0;0.0;0.0;2463.31;16165.83;12247.6;16165.83;11411.560000000001;13874.87;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S3;PJ;-;PJ - Atividades profissionais, científicas e técnicas;PJ - Marketing direto;PJ - Micro                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;4249.34;11796.39;9386.43;0.0;0.0;0.0;0.0;25432.16;0.0;0.0;21182.82;21182.82;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S3;PJ;-;PJ - Transporte, armazenagem e correio;PJ - Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;PJ - Grande                                  ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;3037723.17;8302156.46;22139083.92;22139084.04;43355706.65;0.0;0.0;98973754.24;0.0;0.0;95936031.07;95936031.07;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S4;PF;PF - Empresário;-;-;PF - Mais de 1 a 2 salários mínimos          ;PF - Empréstimo com consignação em folha;Sem destinação específica;Prefixado;96;38750.17;103727.33;177686.58;83936.76;33839.68;0.0;8204.02;446144.54;29320.92;36142.09;399190.35;407394.37;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S4;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de materiais de construção em geral;PJ - Pequeno                                 ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;<= 15;9289.28;2447.26;0.0;0.0;0.0;0.0;0.0;11736.54;0.0;0.0;2447.26;2447.26;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AP;Bancário;S1;PJ;-;PJ - Indústrias de transformação;-;PJ - Micro                                   ;PJ - Comércio exterior;Sem destinação específica;Pós-fixado;<= 15;10444695.54;22884853.64;0.0;0.0;0.0;0.0;0.0;33329549.18;0.0;0.0;22884853.64;22884853.64;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AP;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras;PJ - Micro                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Prefixado;<= 15;14061.92;20705.15;6449.51;0.0;0.0;0.0;0.0;41216.58;0.0;0.0;27154.660000000003;27154.660000000003;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AP;Cooperativas;S5;PJ;-;PJ - Indústrias de transformação;PJ - Manutenção e reparação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;PJ - Micro                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;1479.56;530.95;0.0;0.0;0.0;0.0;1176.05;3186.56;0.0;3186.56;530.95;1707.0;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PF;PF - Empregado de empresa privada;-;-;PF - Até 1 salário mínimo                    ;PF - Habitacional;Com destinação específica;Prefixado;<= 15;2077.83;5758.89;17251.64;22677.83;35583.52;0.0;0.0;83349.71;0.0;0.0;81271.88;81271.88;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura;PJ - Cultivo de outras plantas de lavoura temporária não especificadas anteriormente;PJ - Médio                                   ;PJ - Comércio exterior;Sem destinação específica;Prefixado;<= 15;69035.1;186249.99;484166.68;0.0;0.0;0.0;0.0;739451.77;0.0;0.0;670416.6699999999;670416.6699999999;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Artes, cultura, esporte e recreação;PJ - Atividades de sonorização e de iluminação;PJ - Pequeno                                 ;PJ - Outros créditos;Sem destinação específica;Prefixado;46;162366.96;51804.12;11482.94;0.0;0.0;0.0;15501.47;241155.49;30362.08;48083.65;63287.060000000005;78788.53;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Locação de outros meios de transporte não especificados anteriormente, sem condutor;PJ - Médio                                   ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;<= 15;158032.25;0.0;0.0;0.0;0.0;0.0;0.0;158032.25;0.0;0.0;0.0;0.0;0;0
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio a varejo de automóveis, camionetas e utilitários novos;PJ - Micro                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Flutuantes;<= 15;3005529.3;3008294.01;0.0;0.0;0.0;0.0;0.0;6013823.31;0.0;0.0;3008294.01;3008294.01;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de produtos farmacêuticos, com manipulação de fórmulas;PJ - Pequeno                                 ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Outros indexadores;<= 15;11365.54;25533.45;0.0;0.0;0.0;0.0;0.0;36898.99;0.0;36898.99;25533.45;25533.45;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;PJ - Micro                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;0.0;0.0;0.0;0.0;0.0;0.0;4984.3;4984.3;4984.3;4984.3;0.0;4984.3;1;0
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Manutenção e reparação de aparelhos e instrumentos de medida, teste e controle;PJ - Micro                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Prefixado;<= 15;26210.3;39601.22;0.0;0.0;0.0;0.0;0.0;65811.52;0.0;0.0;39601.22;39601.22;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Outras atividades de serviços;PJ - Atividades de Estética e outros serviços de cuidados com a beleza;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Pós-fixado;<= 15;4422.04;11561.26;12452.75;4481.32;164.4;0.0;15821.6;48903.37;27252.71;46923.32;28659.730000000003;44481.33;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S2;PF;PF - Outros;-;-;PF - Indisponível                            ;PF - Empréstimo com consignação em folha;Sem destinação específica;Prefixado;39;21461.66;53111.21;82059.86;49428.92;8388.29;0.0;664.83;215114.77;0.0;4083.61;192988.28;193653.11000000002;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S2;PJ;-;PJ - Atividades financeiras, de seguros e serviços relacionados;PJ - Administração de cartões de crédito;PJ - Médio                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;0.0;0.0;0.0;0.0;0.0;0.0;39652.4;39652.4;0.0;39652.4;0.0;39652.4;1;0
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PF;PF - Empregado de empresa privada;-;-;PF - Mais de 3 a 5 salários mínimos          ;PF - Outros créditos;Sem destinação específica;Prefixado;332;117989.28;216904.19;173586.66;18148.81;0.0;0.0;73424.73;600053.67;76131.06;204743.69;408639.66;482064.38999999996;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;129270.68;352677.97;763003.3;396821.46;0.0;0.0;1758.36;1643531.77;0.0;0.0;1512502.73;1514261.0899999999;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista especializado de materiais de construção não especificados anteriormente;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;3506.24;9516.62;18687.91;11039.23;0.0;0.0;2715.33;45465.33;40446.89;45465.33;39243.759999999995;41959.09;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de biscoitos e bolachas;PJ - Pequeno                                 ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;0.0;19917.0;0.0;0.0;0.0;0.0;0.0;19917.0;0.0;0.0;19917.0;19917.0;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de farinha de milho e derivados, exceto óleos de milho;PJ - Médio                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;18782.21;50887.6;56269.18;0.0;0.0;0.0;0.0;125938.99;0.0;0.0;107156.78;107156.78;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S4;PF;PF - Servidor ou empregado público;-;-;PF - Mais de 3 a 5 salários mínimos          ;PF - Habitacional;Com destinação específica;Prefixado;<= 15;1187.89;2658.38;7091.15;6794.67;35132.99;33302.73;0.0;86167.81;0.0;0.0;84979.92;84979.92;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S4;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de embalagens de material plástico;PJ - Médio                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;11068.76;27790.04;22391.01;0.0;0.0;0.0;0.0;61249.81;0.0;0.0;50181.05;50181.05;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S4;PF;PF - Empregado de empresa privada;-;-;PF - Mais de 5 a 10 salários mínimos         ;PF - Outros créditos;Sem destinação específica;Prefixado;53;51882.2;41062.49;39265.63;16410.84;0.0;0.0;32410.73;181031.89;11549.53;41040.46;96738.95999999999;129149.69;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S4;PJ;-;PJ - Alojamento e alimentação;PJ - Restaurantes e similares;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;17985.85;14327.49;25577.61;0.0;0.0;0.0;6537.58;64428.53;5019.97;55971.6;39905.1;46442.68;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S4;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio a varejo de automóveis, camionetas e utilitários usados;PJ - Médio                                   ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;<= 15;7958.8;4714.23;0.0;0.0;0.0;0.0;0.0;12673.03;0.0;0.0;4714.23;4714.23;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S5;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista de café em grão;PJ - Médio                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;191.08;0.0;0.0;0.0;0.0;0.0;0.0;191.08;0.0;0.0;0.0;0.0;0;0
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Não bancário;S4;PF;PF - MEI;-;-;PF - Mais de 2 a 3 salários mínimos          ;PF - Outros créditos;Sem destinação específica;Prefixado;517;111807.8;94562.38;3999.83;0.0;0.0;0.0;152217.7;362587.71;106685.47;137324.08;98562.21;250779.91;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Não bancário;S5;PF;PF - Empresário;-;-;PF - Sem rendimento                          ;PF - Outros créditos;Sem destinação específica;Prefixado;<= 15;594.01;665.28;0.0;0.0;0.0;0.0;0.0;1259.29;0.0;0.0;665.28;665.28;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PF;PF - Outros;-;-;PF - Mais de 1 a 2 salários mínimos          ;PF - Rural e agroindustrial;Com destinação específica;Prefixado;9867;2277286.47;8936495.98;18958605.66;15361933.29;11965854.63;0.0;5084241.02;62584417.05;12713241.38;17713220.6;55222889.56;60307130.580000006;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio a varejo de pneumáticos e câmaras-de-ar;PJ - Micro                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Prefixado;<= 15;29.83;0.0;0.0;0.0;0.0;0.0;3657.05;3686.88;3657.05;3686.88;0.0;3657.05;1;0
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista de equipamentos de informática;PJ - Médio                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;35;305321.43;156596.02;9.48;0.0;0.0;0.0;0.0;461926.93;0.0;0.0;156605.5;156605.5;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de calçados;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Pós-fixado;<= 15;21437.35;50383.43;72884.6;33497.98;0.0;0.0;18785.47;196988.83;18785.47;145936.69;156766.01;175551.48;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S2;PJ;-;PJ - Atividades imobiliárias;PJ - Corretagem no aluguel de imóveis;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;7828.81;29025.04;16705.34;0.0;0.0;0.0;0.0;53559.19;0.0;0.0;45730.380000000005;45730.380000000005;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S2;PJ;-;PJ - Atividades profissionais, científicas e técnicas;PJ - Atividades de contabilidade;PJ - Micro                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;0.0;1347.93;0.0;0.0;0.0;0.0;667.6;2015.53;0.0;0.0;1347.93;2015.5300000000002;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S2;PJ;-;PJ - Construção;PJ - Impermeabilização em obras de engenharia civil;PJ - Micro                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;1606.44;4355.07;5579.71;0.0;0.0;0.0;0.0;11541.22;0.0;0.0;9934.779999999999;9934.779999999999;1;1
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S2;PJ;-;PJ - Indústrias de transformação;PJ - Torrefação e moagem de café;PJ - Grande                                  ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Outros indexadores;<= 15;45418.44;127782.96;196211.88;0.0;0.0;0.0;0.0;369413.28;0.0;0.0;323994.84;323994.84;1;1
