YEAR;DAY;MONTH;CODE_INDICE_CONDICOES_ECONOMICAS_ATUAIS;INDICE_CONDICOES_ECONOMICAS_ATUAIS;CODE_IPCA_INDICE_GERAL;IPCA_INDICE_GERAL;CODE_IPCA_TAXA_VARIACAO;IPCA_TAXA_VARIACAO;CODE_PIB;PIB;CODE_TAXAS_DESEMPREGO;TAXAS_DESEMPREGO;uf;tcb;sr;cliente;ocupacao;cnae_secao;cnae_subclasse;porte;modalidade;origem;indexador;numero_de_operacoes;a_vencer_ate_90_dias;a_vencer_de_91_ate_360_dias;a_vencer_de_361_ate_1080_dias;a_vencer_de_1081_ate_1800_dias;a_vencer_de_1801_ate_5400_dias;a_vencer_acima_de_5400_dias;vencido_acima_de_15_dias;carteira_ativa;carteira_inadimplida_arrastada;ativo_problematico
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AL;Bancário;S4;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados;PJ - Pequeno                                 ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;96400,80;36298,04;0,00;0,00;0,00;0,00;25,83;132724,67;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista de resíduos e sucatas metálicos;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;37829,76;2039,68;0,00;0,00;0,00;0,00;0,00;39869,44;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";"PJ - Comércio varejista de bicicletas e triciclos; peças e acessórios";PJ - Médio                                   ;PJ - Comércio exterior;Sem destinação específica;Pós-fixado;<= 15;0,00;660236,13;0,00;0,00;0,00;0,00;0,00;660236,13;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S2;PF;PF - Outros;-;-;PF - Mais de 3 a 5 salários mínimos          ;PF - Veículos;Sem destinação específica;Prefixado;3512;9085391,38;23423076,19;36141405,14;4714599,11;3726,57;0,00;1482042,61;74850241,00;2477896,37;4535916,80
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S2;PJ;-;PJ - Transporte, armazenagem e correio;PJ - Transporte por navegação interior de carga, intermunicipal, interestadual e internacional, exceto travessia;PJ - Grande                                  ;PJ - Comércio exterior;Sem destinação específica;Flutuantes;<= 15;1925347,01;5267273,22;9841538,83;0,00;0,00;0,00;0,00;17034159,06;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AM;Bancário;S3;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio a varejo de peças e acessórios novos para veículos automotores;PJ - Médio                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;19816,19;72305,36;162275,81;97577,92;0,00;0,00;0,00;351975,28;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;AP;Bancário;S1;PJ;-;PJ - Artes, cultura, esporte e recreação;-;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;10308,54;28169,56;17718,71;0,00;0,00;0,00;0,00;56196,81;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Atividades profissionais, científicas e técnicas;-;PJ - Médio                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;33016,18;94,83;0,00;0,00;0,00;0,00;0,00;33111,01;0,00;6303,75
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Atividades profissionais, científicas e técnicas;PJ - Serviços de engenharia;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;282;364716,77;228019,64;192590,18;44345,42;0,00;0,00;50530,10;880202,11;112427,73;293936,56
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista de bebidas com atividade de fracionamento e acondicionamento associada;PJ - Pequeno                                 ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;67953,42;112550,19;89595,94;40842,23;0,00;0,00;0,00;310941,78;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio por atacado de pneumáticos e câmaras-de-ar;PJ - Micro                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;3605,85;9628,29;9643,02;0,00;0,00;0,00;0,00;22877,16;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Construção;PJ - Construção de edifícios;PJ - Micro                                   ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;145;87430,78;77122,28;0,00;0,00;0,00;0,00;22569,93;187122,99;16377,90;16377,90
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de equipamentos e acessórios para segurança pessoal e profissional;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;1166,01;3190,01;5442,77;0,00;0,00;0,00;0,00;9798,79;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de outros produtos químicos não especificados anteriormente;PJ - Médio                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;14242,47;6360,99;0,00;0,00;0,00;0,00;0,00;20603,46;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S1;PJ;-;PJ - Transporte, armazenagem e correio;PJ - Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal;PJ - Médio                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;67626,70;150646,19;186477,52;0,00;0,00;0,00;0,00;404750,41;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S2;PJ;-;PJ - Artes, cultura, esporte e recreação;PJ - Atividades de condicionamento físico;PJ - Micro                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;12215,36;24192,57;53087,29;11511,52;0,00;0,00;0,00;101006,74;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S2;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Aluguel de andaimes;PJ - Pequeno                                 ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;7871,57;23614,68;2623,84;0,00;0,00;0,00;0,00;34110,09;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S2;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de artigos de tapeçaria, cortinas e persianas;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;5215,83;14790,68;28553,90;7096,16;0,00;0,00;0,00;55656,57;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;PJ - Atividades imobiliárias;PJ - Compra e venda de imóveis próprios;PJ - Médio                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;7200,24;408,28;0,00;0,00;0,00;0,00;0,00;7608,52;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S3;PJ;-;PJ - Atividades profissionais, científicas e técnicas;PJ - Promoção de vendas;PJ - Pequeno                                 ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;30631,07;95505,97;0,00;0,00;0,00;0,00;0,00;126137,04;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S4;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio a varejo de peças e acessórios novos para veículos automotores;PJ - Médio                                   ;PJ - Operações com recebíveis;Sem destinação específica;Prefixado;146;1799308,75;659247,64;0,00;0,00;0,00;0,00;0,00;2458556,39;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Bancário;S4;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de artigos de tapeçaria, cortinas e persianas;PJ - Micro                                   ;PJ - Outros créditos;Sem destinação específica;Prefixado;<= 15;0,00;0,00;0,00;0,00;0,00;0,00;1160,82;1160,82;1160,82;1160,82
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S5;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de discos, CDs, DVDs e fitas;PJ - Micro                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;0,00;0,00;0,00;0,00;0,00;0,00;215,41;215,41;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S5;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;PJ - Médio                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;124914,61;410842,24;1417986,67;510973,43;0,00;0,00;274644,07;2739361,02;2423348,24;2739361,02
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;BA;Cooperativas;S5;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;PJ - Pequeno                                 ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;6640,02;31,06;154,36;0,00;0,00;0,00;0,00;6825,44;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;PJ - Artes, cultura, esporte e recreação;PJ - Clubes sociais, esportivos e similares;PJ - Médio                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;42627,86;117742,14;81962,50;0,00;0,00;0,00;0,00;242332,50;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas, com atividade de fracionamento e acondicionamento associada;PJ - Pequeno                                 ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;0,00;0,00;299,27;0,00;0,00;0,00;0,00;299,27;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de cal, areia, pedra britada, tijolos e telhas;PJ - Pequeno                                 ;PJ - Capital de giro;Sem destinação específica;Pós-fixado;<= 15;1833,65;5357,12;0,00;0,00;0,00;0,00;0,00;7190,77;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de materiais hidráulicos;PJ - Micro                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;3947,93;4585,92;0,00;0,00;0,00;0,00;0,00;8533,85;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;PJ - Construção;PJ - Construção de estações e redes de distribuição de energia elétrica;PJ - Médio                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;209008,38;0,00;0,00;0,00;0,00;0,00;0,00;209008,38;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S1;PJ;-;PJ - Indústrias de transformação;PJ - Fabricação de móveis com predominância de madeira;PJ - Médio                                   ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Pós-fixado;<= 15;34293,92;90724,50;231851,50;31313,07;0,00;0,00;0,00;388182,99;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Bancário;S3;PJ;-;PJ - Saúde humana e serviços sociais;PJ - Atividade médica ambulatorial restrita a consultas;PJ - Pequeno                                 ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;3653,28;9872,44;9289,04;0,00;0,00;0,00;0,00;22814,76;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Cooperativas;S5;PF;PF - Empregado de empresa privada;-;-;PF - Sem rendimento                          ;PF - Veículos;Sem destinação específica;Prefixado;<= 15;7575,42;15150,78;0,00;0,00;0,00;0,00;0,00;22726,20;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Cooperativas;S5;PJ;-;PJ - Atividades imobiliárias;PJ - Gestão e administração da propriedade imobiliária;PJ - Pequeno                                 ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;14130,27;42390,77;14130,23;0,00;0,00;0,00;0,00;70651,27;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;CE;Cooperativas;S5;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente;PJ - Micro                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;2329,05;6987,12;1552,67;0,00;0,00;0,00;0,00;10868,84;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S1;PJ;-;PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura;-;PJ - Indisponível                            ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;28553,28;79348,20;165629,14;68847,99;0,00;0,00;0,00;342378,61;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S1;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Atividades de teleatendimento;PJ - Médio                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;1124505,63;1426214,99;192041,17;0,00;0,00;0,00;0,00;2742761,79;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S1;PJ;-;PJ - Atividades administrativas e serviços complementares;PJ - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;PJ - Pequeno                                 ;PJ - Outros créditos;Sem destinação específica;Prefixado;99;255748,00;190035,12;94405,26;11393,52;0,00;0,00;16802,47;568384,37;16728,01;115556,30
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S1;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";-;PJ - Pequeno                                 ;PJ - Capital de giro;Sem destinação específica;Flutuantes;<= 15;72854,10;124399,41;72219,43;0,00;0,00;0,00;0,00;269472,94;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S1;PJ;-;PJ - Construção;PJ - Outras obras de engenharia civil não especificadas anteriormente;PJ - Pequeno                                 ;PJ - Financiamento de infraestrutura/desenvolvimento/projeto e outros créditos;Com destinação específica;Prefixado;<= 15;22656,60;54004,83;76915,96;0,00;0,00;0,00;29610,30;183187,69;150216,58;183187,69
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S1;PJ;-;PJ - Transporte, armazenagem e correio;PJ - Transporte rodoviário coletivo de passageiros, com itinerário fixo, interestadual;PJ - Médio                                   ;PJ - Capital de giro;Sem destinação específica;Prefixado;<= 15;656631,86;1118877,30;1372796,44;0,00;0,00;0,00;0,00;3148305,60;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S2;PJ;-;"PJ - Comércio; reparação de veículos automotores e motocicletas";PJ - Comércio varejista de materiais de construção em geral;PJ - Médio                                   ;PJ - Investimento;Sem destinação específica;Prefixado;<= 15;18294,81;39648,34;0,00;0,00;0,00;0,00;0,00;57943,15;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S3;PJ;-;PJ - Indústrias de transformação;-;PJ - Médio                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;372913,71;244096,28;0,00;0,00;0,00;0,00;0,00;617009,99;0,00;0,00
2020;1;1;FCESP12_IICA12;105.78;PRECOS12_IPCA12;5331.42;PRECOS12_IPCAG12;0.21;BM12_PIB12;617747.2;ECONMI12_ALU12;3.2;DF;Bancário;S3;PJ;-;PJ - Transporte, armazenagem e correio;PJ - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, municipal;PJ - Micro                                   ;PJ - Capital de giro rotativo;Sem destinação específica;Prefixado;<= 15;52,79;0,00;0,00;0,00;0,00;0,00;0,00;52,79;0,00;0,00
